DFF,DFR,Altitude,Draw_D,Drain_D,LS,Lineam_D,MRVBF,MRRTF,LULC,SCA,Prifile_C,Plan_C,TRI,SPI,Slope,TWI,TPI,litho_recl,geomorph_R,grid_code,well_M
11.74407,0.59775,332,1.08233,1.10476,0.87458,0.48805,5.54959,2.75501,3,39.52429,0.00019,-0.01902,1.34164,149.48372,0.06861,7.1993,0.16216,2,4,0.62,1
11.867,0.6364,332,1.08419,1.10258,0.28729,0.47903,6.2739,2.36034,2,14.55844,0.00056,0.07071,0.63246,21.2132,0.02357,8.08673,1.59459,2,4,0.62,1
11.83727,0.65795,331,1.08315,1.10354,0.44923,0.48113,6.12589,2.25523,3,17.57359,0.00044,0.01789,0.7746,45.82984,0.03725,7.75644,0.51351,2,4,0.62,1
11.80754,0.66408,330,1.08217,1.1045,0.23241,0.4832,6.28779,2.64501,3,35.11194,-0.00111,0,0.44721,23.51027,0.01667,8.18322,-0.83784,2,4,0.62,1
11.77782,0.63569,330,1.08126,1.10545,0.46882,0.48526,6.12445,2.7925,3,43.14842,-0.00222,0,0.89443,89.81238,0.03332,7.39658,-1.21622,2,4,0.62,1
11.74809,0.60745,332,1.08041,1.10639,0.92811,0.4873,5.57154,2.64467,3,49.70563,0,0,1.26491,124.25317,0.06657,7.16598,0.35135,2,4,0.62,1
11.87106,0.65795,331,1.08238,1.10419,0.44933,0.47829,6.15573,1.33739,3,24.85281,0,0,0.63246,39.24721,0.03332,7.86808,0.89189,2,4,0.62,1
11.84134,0.67882,331,1.08133,1.10516,0.28805,0.48038,6.24962,1.55776,3,29.11688,0.00083,0.05893,0.63246,24.21374,0.02357,8.18129,0.91892,2,4,0.62,1
11.81162,0.67417,330,1.08034,1.10613,0.28999,0.48246,6.20318,0.90324,3,35.14719,0,0,0.63246,32.10887,0.02357,8.11012,-0.27027,2,4,0.62,1
11.78191,0.64622,330,1.07942,1.10708,0.45581,0.48452,5.93078,2.371,3,49.54578,-0.00177,0.01789,1,68.02008,0.03725,7.4686,-0.62162,2,4,0.62,1
11.75219,0.61847,332,1.07856,1.10802,0.87918,0.48655,3.59562,0.73926,3,17.57359,0.00022,0.02683,1.54919,108.16428,0.0744,7.11214,0.89189,2,4,0.62,1
11.87519,0.68015,330,1.08064,1.10582,0.4569,0.47754,6.10782,0.03039,4,70.29437,0,0,0.63246,57.95601,0.03332,7.92643,0.16216,2,4,0.62,1
11.84548,0.70036,330,1.07958,1.10678,0.64574,0.47964,5.79497,0.19358,3,17.57359,0.00111,0.02108,1.09545,76.5599,0.05266,7.67779,0.37838,2,4,0.62,1
11.81577,0.68542,329,1.07858,1.10774,0.46821,0.48171,6.002,0.05736,3,74.55844,-0.00044,-0.01789,0.7746,113.15085,0.03725,7.88694,-0.67568,2,4,0.62,1
11.78607,0.65795,329,1.07765,1.1087,0.47089,0.48377,5.87951,0.06161,2,99.41125,-0.00067,-0.01193,0.7746,123.40935,0.03725,7.63025,-0.91892,2,4,0.62,1
11.75636,0.63071,330,1.07679,1.10965,0.97119,0.4858,0.71194,0.15921,3,35.14719,-0.00119,0.00107,1.61245,159.23138,0.08314,7.12185,-0.40541,2,4,0.62,1
2.16333,6.36113,345,3.36295,1.70379,0.45207,0.4965,2.07691,5.84813,3,41.28046,0,0,0.63246,45.88309,0.03332,7.59269,-0.02703,3,4,1.03,2
2.13338,6.39113,346,3.36755,1.71247,0.84826,0.49571,0.16735,5.30882,3,14.55844,-0.00084,0.02853,1.34164,83.91904,0.06861,7.04421,1.05405,3,4,1.03,2
2.10343,6.42112,346,3.37207,1.73298,1.71916,0.49492,0.07566,0.64013,3,35.14719,-0.00089,0.00773,2.28035,164.41795,0.11731,6.55384,1.02703,3,4,1.03,2
2.07348,6.45112,345,3.37651,1.74429,1.40577,0.49413,0.61143,0.112,3,17.57359,-0.00066,0.00632,2,202.75064,0.10502,6.62854,-0.18919,3,4,1.03,2
2.04353,6.48111,344,3.38087,1.75383,0.77355,0.49334,2.36747,5.79762,3,239.6803,-0.00111,-0.04444,1.18322,299.40503,0.04996,7.21587,-1.27027,3,4,1.03,2
2.16187,6.36064,345,3.37032,1.7064,0.67848,0.49623,1.8571,5.75696,4,32.60482,-0.00111,0,1,66.39395,0.04996,7.41017,0.24324,3,4,1.03,2
2.1319,6.39063,344,3.37494,1.7152,0.72045,0.49544,1.90608,5.65374,4,66.49165,0.00026,-0.02276,1.18322,143.7296,0.06002,7.15615,-0.64865,3,4,1.03,2
2.10193,6.42063,343,3.37948,1.73442,0.91695,0.49465,1.88239,1.71362,3,58.483,-0.00176,-0.00596,1.54919,216.90948,0.0744,6.90491,-1.62162,3,4,1.03,2
2.07196,6.45063,342,3.38394,1.74562,0.82029,0.49386,2.04692,5.77606,4,100.1608,-0.00332,-0.04444,1.48324,437.07843,0.04996,7.14357,-2.51351,3,4,1.03,2
2.04198,6.48063,343,3.38831,1.75552,0.59608,0.49306,2.41269,5.81114,4,214.12524,0.00028,-0.00589,0.89443,231.09229,0.04711,7.31684,-1.37838,3,4,1.03,2
2.16083,6.36028,345,3.3777,1.70854,0.84816,0.49595,1.36993,3.801,4,17.57359,-0.00006,0.01712,1.34164,83.68276,0.06861,7.17836,0.56757,3,4,1.03,2
2.13085,6.39028,343,3.38234,1.71734,0.68142,0.49516,2.17532,5.72558,3,85.83221,-0.00111,-0.02108,1.09545,183.58348,0.05266,7.33206,-1.24324,3,4,1.03,2
2.10086,6.42028,342,3.3869,1.73497,0.31174,0.49437,2.68127,5.86176,3,78.46722,-0.00139,-0.03536,0.63246,141.34187,0.02357,7.37487,-1.97297,3,4,1.03,2
2.07087,6.45028,342,3.39137,1.74787,0.03001,0.49358,3.00483,5.87537,4,89.26821,0,0,0,0,0,7.6225,-1.7027,3,4,1.03,2
2.04088,6.48028,342,3.39576,1.75705,0.24494,0.49279,3.28337,5.88214,4,84.13374,-0.00111,-0.13333,0.7746,74.01035,0.01667,7.60255,-1.59459,3,4,1.03,2
2.16021,6.36007,344,3.38509,1.71057,0.46497,0.49568,2.48513,5.75769,4,74.55844,-0.00067,-0.01193,0.7746,100.94857,0.03725,7.64775,-0.37838,3,4,1.03,2
2.13021,6.39007,343,3.38974,1.71909,0.47507,0.49488,2.65162,5.81562,3,63.14884,0,0,0.63246,107.59755,0.03332,7.64825,-0.89189,3,4,1.03,2
2.10021,6.42007,342,3.39431,1.73643,0.24664,0.49409,2.76625,5.85858,3,78.14486,-0.00111,0,0.44721,81.98528,0.01667,7.69518,-1.43243,3,4,1.03,2
2.07022,6.45007,342,3.3988,1.74903,0.23186,0.4933,2.95067,5.87316,3,28.76888,-0.00111,0,0.44721,21.62066,0.01667,8.51974,-1.08108,3,4,1.03,2
2.04022,6.48007,343,3.40321,1.76055,0.22981,0.4925,3.23859,5.88248,4,11.71573,0.00111,0.13333,0.7746,15,0.01667,8.51541,0,3,4,1.03,2
2.16,6.36,344,3.39247,1.71237,0.47162,0.49539,2.44756,5.68029,4,64.3771,0,0,0.63246,97.69861,0.03332,7.74217,-0.56757,3,4,1.03,2
2.13,6.39,343,3.39714,1.72127,0.48692,0.4946,2.83786,5.76893,3,184.63356,0,0,0.63246,143.31129,0.03332,7.69299,-0.86486,3,4,1.03,2
2.1,6.42,342,3.40173,1.73686,0.25023,0.49381,2.79654,5.8399,3,119.19006,-0.00111,0,0.44721,99.72466,0.01667,7.73472,-1.24324,3,4,1.03,2
2.07,6.45,342,3.40624,1.75306,0.29328,0.49301,2.86086,5.85613,3,50.66947,-0.00139,-0.03536,0.63246,46.3519,0.02357,8.16939,-0.83784,3,4,1.03,2
2.04,6.48,343,3.41065,1.76189,0.23075,0.49222,3.08622,5.86741,4,17.57359,-0.00111,0.13333,0.7746,17.9859,0.01667,8.49507,0.2973,3,4,1.03,2
19.65961,1.14,288,4.81731,1.5969,0.45944,0,5.42855,3.72689,3,32.02722,-0.00222,0,0.89443,64.49876,0.03332,7.52738,-0.7027,2,4,0.1,1
19.64398,1.11,290,4.81233,1.59457,0.70146,0,5.04198,3.60962,3,14.55844,0.00094,0.03982,1.34164,84.27955,0.06002,7.19918,0.94595,2,4,0.1,1
19.62837,1.08,291,4.80733,1.59224,0.44665,0,5.26773,3.71264,2,14.55844,0.00177,0.04174,1,37.47149,0.03725,7.47044,1.62162,2,4,0.1,1
19.6128,1.05,291,4.80231,1.58988,0.63808,0,5.32116,3.73949,2,35.14719,0.00111,0.02108,1.09545,55.57065,0.05266,7.18297,1.2973,2,4,0.1,1
19.59726,1.02,290,4.79727,1.58751,0.55668,0,5.42352,3.77767,3,17.57359,-0.00055,0.01179,0.89443,83.10847,0.04711,7.37142,0.02703,2,4,0.1,1
19.68521,1.14,288,4.81863,1.59856,0.47232,0,5.43092,3.74682,3,52.898,-0.00222,0,0.89443,99.67674,0.03332,7.60714,-1.10811,2,4,0.1,1
19.66959,1.11,290,4.81356,1.59623,0.69386,0,5.20129,3.6933,5,49.70563,0.00111,0,1,99.41361,0.04996,7.49487,0.51351,2,4,0.1,1
19.65401,1.08,291,4.80848,1.59389,0.45076,0,5.41184,3.77116,2,24.85281,0,0,0.63246,42.68512,0.03332,7.71873,1.16216,2,4,0.1,1
19.63845,1.05,292,4.80337,1.59153,0.22981,0,5.48532,3.80507,3,11.71573,0.00111,0.13333,0.7746,15,0.01667,8.18396,1.81081,2,4,0.1,1
19.62294,1.02,291,4.79824,1.58915,0.55447,0,5.40757,3.78239,3,31.24366,0.00028,-0.00589,0.89443,75.6435,0.04711,7.43389,0.51351,2,4,0.1,1
19.71082,1.14039,288,4.82,1.59931,0.31824,0,5.46066,3.77658,5,98.16584,-0.00194,-0.10607,1.09545,180.54865,0.02357,7.96144,-1.45946,2,4,0.1,1
19.69522,1.11041,290,4.81485,1.5972,0.70228,0,5.32319,3.74777,5,99.41125,0.00111,0,1,118.30634,0.04996,7.58324,0.13514,2,4,0.1,1
19.67966,1.08042,291,4.80968,1.59506,0.45482,0,5.44211,3.79317,3,74.55844,0,0,0.63246,52.69469,0.03332,7.76487,0.67568,2,4,0.1,1
19.66413,1.05043,292,4.80448,1.59287,0.23039,0,5.50972,3.82368,3,38.44527,0.00111,0,0.44721,16.82658,0.01667,8.19668,1.35135,2,4,0.1,1
19.64862,1.02044,292,4.79927,1.59066,0.44801,0,5.47037,3.81164,3,22.16388,0.00089,0.00596,0.7746,41.83212,0.03725,7.48772,1.16216,2,4,0.1,1
19.73644,1.14158,289,4.82142,1.59952,0.29643,0,5.47932,3.79989,2,204.57993,0,0,0.63246,60.76981,0.02357,7.93545,-0.59459,2,4,0.1,1
19.72087,1.11162,290,4.81619,1.59742,0.4642,0,5.43519,3.79407,5,59.88697,0,0,0.63246,77.12653,0.03332,7.84577,-0.08108,2,4,0.1,1
19.70532,1.08167,291,4.81093,1.5953,0.45353,0,5.45844,3.80863,3,35.03415,0,0,0.63246,49.45944,0.03332,7.75306,0.35135,2,4,0.1,1
19.68981,1.05171,292,4.80565,1.59316,0.44894,0,5.48887,3.82344,3,17.57359,0.00044,0.01789,0.7746,44.8639,0.03725,7.59847,1,2,4,0.1,1
19.67433,1.02176,293,4.80035,1.59098,0.28729,0,5.50441,3.83088,3,14.55844,0.00028,0.0825,0.63246,21.2132,0.02357,7.92124,1.89189,2,4,0.1,1
19.76208,1.14355,289,4.82291,1.60096,0.23747,0,5.48324,3.8132,2,92.72931,-0.00111,0,0.44721,42.07437,0.01667,8.10295,-0.64865,2,4,0.1,1
19.74652,1.11364,290,4.81759,1.59867,0.45976,0,5.45957,3.81241,3,64.3771,0,0,0.63246,65.34082,0.03332,7.92996,-0.10811,2,4,0.1,1
19.73099,1.08374,291,4.81224,1.59636,0.23109,0,5.48585,3.82663,3,39.52429,0.00111,0,0.44721,19.07173,0.01667,8.19644,0.2973,2,4,0.1,1
19.7155,1.05385,291,4.80688,1.59404,0.45935,0,5.48281,3.82831,3,47.06282,-0.002,-0.03578,1,80.45575,0.03725,7.64948,-0.13514,2,4,0.1,1
19.70004,1.02396,293,4.80149,1.5917,0.44539,0,5.49641,3.83379,3,24.85281,0.00222,0,0.89443,30,0.03332,7.61021,1.67568,2,4,0.1,1
16.72809,2.34883,352,2.10947,1.58424,0.22981,0.20702,6.80759,4.94679,2,11.71573,0.00111,0.13333,0.7746,15,0.01667,8.31477,1.18919,2,4,1.62,2
16.73559,2.36163,352,2.1067,1.58209,0.22981,0.20776,6.80792,4.94591,2,24.85281,0.00111,0,0.44721,15,0.01667,8.30215,1.16216,2,4,1.62,2
16.74314,2.37474,352,2.10393,1.57992,0.03001,0.2085,6.80944,4.9454,2,42.42641,0,0,0,0,0,10.64208,1.02703,2,4,1.62,2
16.75075,2.38816,352,2.10116,1.57774,0.44541,0.20924,6.77702,4.93312,2,17.57359,0.00222,0.02981,1,33.54102,0.03725,7.51667,0.81081,2,4,1.62,2
16.7584,2.40187,350,2.09838,1.57554,0.47242,0.20998,6.77675,4.9318,2,37.4169,-0.002,-0.03578,1,129.35349,0.03725,7.70932,-1.21622,2,4,1.62,2
16.75714,2.32166,351,2.10901,1.5846,0.55319,0.20855,6.72388,4.9193,2,22.16388,0,0,0.89443,71.32484,0.04711,7.56212,-0.05405,2,4,1.62,2
16.76463,2.33461,352,2.10626,1.58241,0.28729,0.20929,6.80603,4.94632,2,17.57359,0.00139,0.03536,0.63246,21.2132,0.02357,7.96333,1.08108,2,4,1.62,2
16.77217,2.34787,352,2.1035,1.58033,0.22981,0.21002,6.81001,4.94667,2,35.14719,0.00111,0,0.44721,15,0.01667,8.29146,1,2,4,1.62,2
16.77976,2.36144,352,2.10073,1.57828,0.22981,0.21076,6.8101,4.94576,2,19.22264,0.00111,0,0.44721,15,0.01667,8.29959,0.83784,2,4,1.62,2
16.78741,2.37531,351,2.09797,1.57621,0.29005,0.21149,6.80629,4.94351,2,70.29437,0.00028,-0.01179,0.63246,32.36293,0.02357,7.99024,-0.2973,2,4,1.62,2
16.7862,2.29456,350,2.10855,1.58639,0.29656,0.21004,6.80703,4.94837,2,28.21671,-0.00194,-0.01179,0.63246,61.38763,0.02357,7.6249,-1.10811,2,4,1.62,2
16.79368,2.30766,351,2.10581,1.58337,0.45207,0.21078,6.7806,4.93893,2,22.16388,0.00022,0.02385,0.7746,55.24332,0.03725,7.72133,-0.05405,2,4,1.62,2
16.8012,2.32108,351,2.10306,1.5813,0.29305,0.21151,6.80788,4.9469,2,169.70563,-0.00083,-0.05893,0.63246,45.29634,0.02357,8.12548,0,2,4,1.62,2
16.80878,2.3348,352,2.10031,1.57923,0.22981,0.21224,6.8118,4.94729,2,11.71573,0.00111,0.13333,0.7746,15,0.01667,8.34679,0.83784,2,4,1.62,2
16.81641,2.34883,351,2.09755,1.57716,0.23156,0.21297,6.81185,4.94643,2,79.07303,-0.00111,0,0.44721,20.6463,0.01667,8.34245,-0.27027,2,4,1.62,2
16.81526,2.26753,350,2.10809,1.59133,0.23459,0.2115,6.81178,4.95048,2,23.57463,-0.00111,0,0.44721,31.18859,0.01667,7.61053,-1.05405,2,4,1.62,2
16.82273,2.28079,350,2.10536,1.58486,0.30221,0.21223,6.8087,4.94873,2,26.81227,-0.00139,-0.03536,0.63246,89.21247,0.02357,7.99784,-1.02703,2,4,1.62,2
16.83024,2.29436,351,2.10262,1.5823,0.28849,0.21296,6.80921,4.94809,2,44.32777,0.00139,0.03536,0.63246,25.97661,0.02357,8.03335,0.02703,2,4,1.62,2
16.83781,2.30825,351,2.09987,1.58021,0.03001,0.21368,6.81433,4.94891,2,169.70563,0,0,0.63246,0,0,9.39666,-0.08108,2,4,1.62,2
16.84542,2.32243,351,2.09713,1.57811,0.03001,0.21441,6.81455,4.94819,2,68.29375,0,0,0,0,0,9.37025,-0.27027,2,4,1.62,2
16.84433,2.24058,350,2.10762,1.59233,0.23266,0.21292,6.81257,4.9512,2,21.70838,-0.00111,0,0.44721,24.33822,0.01667,7.68092,-0.91892,2,4,1.62,2
16.85178,2.254,350,2.1049,1.59028,0.03001,0.21365,6.81449,4.95106,2,25.47707,0,0,0,0,0,9.23398,-0.86486,2,4,1.62,2
16.85928,2.26773,350,2.10217,1.58328,0.46718,0.21437,6.78342,4.94044,2,22.95436,-0.00177,-0.04174,1,109.20963,0.03725,8.15166,-0.81081,2,4,1.62,2
16.86683,2.28178,352,2.09944,1.58119,0.28729,0.21509,6.81039,4.94833,2,10.29437,0.00194,0.10607,1.09545,21.2132,0.02357,8.02955,1.05405,2,4,1.62,2
16.87443,2.29613,351,2.0967,1.57909,0.03001,0.21582,6.81563,4.94926,2,18.38712,0,0,0.63246,0,0,9.21529,-0.24324,2,4,1.62,2
17.16593,1.49037,344,1.28404,1.84571,0.22981,0.34894,5.94644,5.22391,2,11.71573,0.00111,0.13333,0.7746,15,0.01667,8.35887,0.62162,2,4,0.59,1
17.13672,1.47122,343,1.2843,1.84646,0.29048,0.34471,5.87386,5.12971,2,169.70563,-0.00028,-0.0825,0.63246,34.17432,0.02357,8.20284,-0.62162,2,4,0.59,1
17.10752,1.45245,343,1.28455,1.8472,0.4586,0.33874,5.4525,4.61074,2,155.53865,0.00133,-0.00596,1,77.81049,0.03725,7.20096,-1,2,4,0.59,1
17.07833,1.43405,344,1.28477,1.84792,0.87928,0.33388,4.68879,2.76345,2,35.14719,-0.00088,0.01193,1.67332,108.44301,0.0744,6.97701,-0.21622,2,4,0.59,1
17.04914,1.41605,347,1.28497,1.84862,0.44539,0.32924,5.98311,5.08212,2,12.42641,0.00444,0,1.41421,30,0.03332,7.615,2.67568,2,4,0.59,1
17.17282,1.51344,343,1.28452,1.84802,0.24301,0.3525,5.93012,5.19463,2,51.70121,-0.00111,-0.13333,0.7746,65.26813,0.01667,7.7761,-0.89189,2,4,0.59,1
17.14363,1.49459,344,1.28479,1.84878,0.22981,0.34729,5.90855,5.13788,2,16.18513,0.00111,0.13333,0.7746,15,0.01667,8.3059,-0.24324,2,4,0.59,1
17.11444,1.47611,343,1.28503,1.84952,0.2513,0.34263,5.9753,5.14841,2,92.76743,-0.00111,-0.13333,0.7746,105.28027,0.01667,7.04004,-1.59459,2,4,0.59,1
17.08526,1.45801,344,1.28525,1.85024,0.9717,0.33672,4.2291,2.6458,2,111.79156,-0.00207,-0.0416,1.94936,160.70807,0.08314,6.86481,-0.67568,2,4,0.59,1
17.05607,1.44031,347,1.28545,1.85094,0.44541,0.33008,5.82121,4.88654,2,11.71573,0.00266,0.07752,1.48324,33.54102,0.03725,7.54264,2.48649,2,4,0.59,1
17.17976,1.53675,344,1.28501,1.85033,0.45804,0.35471,5.63335,4.91852,2,93.9663,0,0,0.63246,60.89068,0.03332,7.6261,-0.37838,2,4,0.59,1
17.15058,1.51819,344,1.28527,1.85109,0.23632,0.35069,5.97105,5.16878,2,98.70467,-0.00111,0,0.44721,37.64876,0.01667,7.37367,-0.7027,2,4,0.59,1
17.12141,1.5,344,1.28552,1.85183,0.83681,0.34565,4.75869,2.83011,2,60,-0.00358,-0.01179,1.67332,174.81628,0.07059,6.75131,-0.91892,2,4,0.59,1
17.09223,1.48219,347,1.28574,1.85255,1.36183,0.33973,0.01044,0.96798,2,23.43146,0.00109,0.03162,2.36643,107.50166,0.10502,6.46491,2.13514,2,4,0.59,1
17.06306,1.46479,346,1.28593,1.85325,0.64054,0.33413,4.9619,3.15051,2,24.85281,0.00238,-0.04533,1.09545,62.25328,0.05266,7.17012,1.35135,2,4,0.59,1
17.18675,1.56029,345,1.2855,1.85264,0.23056,0.3565,5.90381,5.13985,2,19.22264,0.00111,0,0.44721,17.38206,0.01667,8.08049,0.24324,2,4,0.59,1
17.15759,1.54201,345,1.28577,1.8534,0.4534,0.35328,5.54892,4.71871,2,28.3544,-0.00089,-0.00596,0.7746,59.76193,0.03725,7.13795,0.08108,2,4,0.59,1
17.12842,1.52411,346,1.28601,1.85414,1.32232,0.34828,0.2894,0.35079,2,22.16388,-0.00226,-0.00965,2.23607,150.29051,0.10632,6.50879,1,2,4,0.59,1
17.09926,1.50659,350,1.28623,1.85486,0.66794,0.34365,5.00992,3.34967,2,10.29437,0.00332,0.17778,2.86356,45,0.04996,7.05438,5.08108,2,4,0.59,1
17.0701,1.48946,346,1.28642,1.85557,1.81273,0.33706,0.23653,0.29128,2,24.85281,-0.00109,0,2.23607,143.68185,0.11614,6.53756,1.43243,2,4,0.59,1
17.19379,1.58405,345,1.286,1.85494,0.44785,0.35804,5.3959,4.54983,4,66.49165,0.00044,0.01789,0.7746,41.33779,0.03725,7.54883,0.05405,2,4,0.59,1
17.16464,1.56605,346,1.28626,1.8557,0.67236,0.3553,4.9696,3.2606,4,27.18491,-0.00111,0.04444,1.18322,53.83636,0.04996,7.20513,1.08108,2,4,0.59,1
17.13549,1.54842,348,1.2865,1.85644,0.89887,0.3516,4.80046,2.83132,4,11.71573,0,0.06667,1.78885,68.53475,0.06657,6.88462,3.24324,2,4,0.59,1
17.10634,1.53118,350,1.28672,1.85717,0.86391,0.34624,4.60393,2.79068,4,10.29437,0.00529,0.07752,2.68328,67.08204,0.0744,6.70672,5.43243,2,4,0.59,1
17.0772,1.51433,346,1.28692,1.85788,2.00112,0.34093,0.07122,0.29387,3,17.57359,-0.00025,0.01807,2.68328,161.26352,0.13658,6.41804,1.81081,2,4,0.59,1
3.35638,0.79712,320,2.2548,1.37658,0.67181,0.09869,7.65165,2.1389,2,54.19576,-0.00111,-0.02108,1.09545,153.33954,0.05266,7.36419,-0.43243,2,4,1.17,2
3.36027,0.78746,319,2.25332,1.36748,0.4683,0.09794,7.74205,0.79071,2,82.09158,0,0.02981,0.7746,113.51572,0.03725,7.55038,-1,2,4,1.17,2
3.36442,0.77885,318,2.25184,1.36192,0.23783,0.09717,7.77459,0.07327,2,54.09912,-0.00111,0,0.44721,43.49197,0.01667,7.60841,-1.75676,2,4,1.17,2
3.36883,0.7713,318,2.25036,1.35895,0.48426,0.0964,7.73244,0.0025,2,77.10078,-0.00222,-0.02981,1,177.20792,0.03725,7.40798,-1.7027,2,4,1.17,2
3.3735,0.76485,319,2.24889,1.35599,0.6819,0.09563,7.68064,0.03742,2,166.90233,-0.00061,-0.03057,1.09545,185.14233,0.05266,7.53032,-0.64865,2,4,1.17,2
3.32662,0.82541,321,2.25483,1.38138,0.68465,0.09888,7.56833,0.84194,2,27.18491,0.00111,0.04444,1.18322,79.40467,0.04996,7.28522,0.56757,2,4,1.17,2
3.33054,0.81609,319,2.25335,1.37165,0.66205,0.09812,7.70088,0.05845,2,52.72078,-0.00089,0.01687,1.09545,123.71718,0.05266,7.35688,-0.83784,2,4,1.17,2
3.33473,0.80777,318,2.25188,1.36399,0.23613,0.09736,7.77884,0.00367,2,39.19894,-0.00111,0,0.44721,36.92422,0.01667,7.80471,-1.45946,2,4,1.17,2
3.33918,0.8005,318,2.25041,1.36081,0.24004,0.09659,7.77741,0.00183,2,27.64576,-0.00111,0,0.44721,52.44905,0.01667,7.776,-1.27027,2,4,1.17,2
3.34389,0.79429,319,2.24894,1.3576,0.68172,0.09581,7.71786,0.20779,2,35.03415,-0.00111,0,1,73.164,0.04996,7.48024,-0.08108,2,4,1.17,2
3.29686,0.85381,320,2.25486,1.38534,0.9186,0.09906,6.52315,0.04132,2,29.66569,0,0,1.41421,221.92668,0.0744,7.18174,-0.64865,2,4,1.17,2
3.30082,0.84481,318,2.25338,1.37686,0.49573,0.09831,7.68557,0.00392,2,110.94006,-0.00244,-0.02385,1,226.71526,0.03725,7.42163,-1.86486,2,4,1.17,2
3.30504,0.83678,318,2.25191,1.366,0.03001,0.09755,7.77029,0.00142,2,63.67516,0,0,0,0,0,8.46047,-1.24324,2,4,1.17,2
3.30953,0.82976,318,2.25045,1.3621,0.23342,0.09678,7.77767,0.00226,2,65.55707,-0.00111,0,0.44721,26.98799,0.01667,8.02847,-0.86486,2,4,1.17,2
3.31429,0.82377,319,2.24898,1.35889,0.44892,0.096,7.75121,0.24901,2,23.15279,-0.00044,0.04174,0.7746,44.79595,0.03725,7.7172,0.40541,2,4,1.17,2
3.26711,0.88233,319,2.25488,1.38871,0.79664,0.09925,6.31218,0.01488,2,289.10425,-0.00136,-0.06969,1.73205,417.62692,0.06002,7.30882,-1.91892,2,4,1.17,2
3.2711,0.87361,318,2.25341,1.38191,0.73757,0.09849,7.53846,0.0019,2,124.25991,-0.00326,-0.02214,1.41421,378.64108,0.05266,7.35284,-1.97297,2,4,1.17,2
3.27536,0.86585,318,2.25195,1.37119,0.23531,0.09773,7.73895,0.00182,2,97.72504,-0.00111,0,0.44721,33.84456,0.01667,7.77005,-1.13514,2,4,1.17,2
3.27989,0.85907,318,2.25048,1.36338,0.23424,0.09697,7.76821,0.00529,2,71.41463,-0.00111,0,0.44721,29.92003,0.01667,8.01293,-0.59459,2,4,1.17,2
3.28469,0.85329,318,2.24902,1.36018,0.23298,0.09619,7.76673,0.02502,2,169.70563,-0.00111,0,0.44721,25.4489,0.01667,8.16163,-0.32432,2,4,1.17,2
3.23736,0.91093,322,2.2549,1.39085,0.84868,0.09943,6.05077,0.29599,2,23.15279,0.00214,0.01712,1.48324,84.92934,0.06861,7.13353,0.91892,2,4,1.17,2
3.24139,0.9025,321,2.25343,1.38613,0.80797,0.09868,6.05959,0.33443,2,14.55844,0.00165,0.03928,1.67332,86.44077,0.07059,7.15567,0.91892,2,4,1.17,2
3.24569,0.89499,319,2.25197,1.37628,0.55535,0.09792,7.61712,0.27031,2,24.85281,-0.00166,-0.01179,1.09545,78.62588,0.04711,7.45858,-0.18919,2,4,1.17,2
3.25026,0.88843,319,2.25051,1.36645,0.288,0.09716,7.72934,0.35738,2,14.55844,0.00028,0.0825,0.63246,24.00807,0.02357,8.16848,0.43243,2,4,1.17,2
3.2551,0.88284,318,2.24906,1.36146,0.44928,0.09638,7.74874,0.01877,2,22.16388,0.00067,0.01193,0.7746,45.97837,0.03725,7.87317,-0.21622,2,4,1.17,2
24.07444,5.43207,363,1.48075,0.93964,0.23867,0.44152,6.78116,5.78786,2,47.62806,-0.00111,0,0.44721,46.84625,0.01667,7.53006,-1,2,4,4.89,3
24.08843,5.40408,364,1.47894,0.9393,0.46502,0.44184,6.73118,5.74845,3,71.90776,-0.00044,-0.01789,0.7746,101.14447,0.03725,7.30037,-0.45946,2,4,4.89,3
24.10246,5.37611,365,1.47714,0.93904,0.4578,0.44215,6.71823,5.74433,2,49.70563,-0.00067,-0.01193,0.7746,75.00037,0.03725,7.13123,0,2,4,4.89,3
24.11651,5.34817,366,1.47533,0.93936,0.64457,0.44245,6.56744,5.64606,2,17.57359,0.00044,0.03373,1.09545,73.30888,0.05266,6.91804,0.43243,2,4,4.89,3
24.13059,5.32024,366,1.47353,0.93978,1.07514,0.44275,0.38172,3.39641,2,42.34648,-0.00101,0.01207,1.67332,129.73155,0.08478,6.62508,0.08108,2,4,4.89,3
24.10098,5.44291,363,1.4815,0.94108,0.4732,0.441,6.73006,5.73733,2,33.26157,-0.00222,0,0.89443,102.21197,0.03332,7.24202,-1.64865,2,4,4.89,3
24.11496,5.41498,365,1.4797,0.94074,0.65157,0.44132,6.44099,5.55234,3,47.17009,0.00094,0.02424,1.09545,93.02769,0.05266,7.09174,-0.18919,2,4,4.89,3
24.12897,5.38707,366,1.4779,0.94038,0.45279,0.44163,6.65071,5.68833,2,31.97218,-0.00022,0.03578,0.7746,57.66667,0.03725,7.07798,0.35135,2,4,4.89,3
24.14301,5.35918,367,1.4761,0.94034,0.81627,0.44194,0.29945,4.74206,2,14.55844,-0.00193,-0.00393,1.41421,111.13855,0.07059,6.70519,0.91892,2,4,4.89,3
24.15708,5.33131,369,1.47431,0.94094,0.89764,0.44224,3.00526,5.24374,2,16.51526,0.00221,0.06667,1.89737,66.26952,0.06657,6.71778,2.7027,2,4,4.89,3
