DFF,DFR,Altitude,Draw_D,Drain_D,LS,Lineam_D,MRVBF,MRRTF,LULC,SCA,Prifile_C,Plan_C,TRI,SPI,Slope,TWI,TPI,litho_recl,geomorph_R,grid_code,well_M
0.9735,3.14428,237,2.32485,1.34371,0.23425,1.01549,3.54561,4.93104,5,22.98166,-0.00111,-0.13333,0.7746,29.96195,0.01667,8.2338,-0.72973,3,4,1.47,2
0.95718,3.17405,238,2.28541,1.34436,0.28729,1.01628,3.53732,4.93091,3,22.16388,0.00139,0.03536,0.63246,21.2132,0.02357,8.23916,0.24324,3,4,1.47,2
0.94154,3.20383,238,2.28403,1.34499,0.03001,1.01707,3.53333,4.93657,3,84.85281,0,0,0,0,0,10.93352,0.10811,3,4,1.47,2
0.92661,3.2336,238,2.28278,1.34562,0.23184,1.01786,3.49609,4.93074,2,53.26162,-0.00111,0,0.44721,21.58241,0.01667,8.42523,-0.32432,3,4,1.47,2
22.54797,3.69439,201,3.53458,1.66841,0.46549,0.14801,3.74514,2.57074,3,61.4846,-0.00222,0,0.89443,80.6377,0.03332,7.4948,-1.35135,2,4,0.74,1
22.57795,3.69305,201,3.53324,1.66766,0.2366,0.14811,3.81287,2.57769,3,119.61409,-0.00333,0,1,38.71308,0.01667,7.65326,-1.16216,2,4,0.74,1
22.60792,3.69195,201,3.53191,1.66784,0.66014,0.14821,3.65937,0.87473,3,57.41187,0.00011,-0.00211,1.09545,118.04631,0.05266,7.39406,-0.78378,2,4,0.74,1
22.6379,3.6911,200,3.53059,1.6664,1.13037,0.1483,2.50966,0.00821,3,105.44156,-0.00089,-0.01559,1.67332,259.25977,0.08478,7.26503,-1.37838,2,4,0.74,1
22.66787,3.69049,200,3.52927,1.66495,1.18544,0.1484,2.79022,0.0164,3,49.70563,-0.0011,0,1.61245,188.36728,0.08314,7.2389,-0.89189,2,4,0.74,1
22.54679,3.72435,201,3.53517,1.66834,0.30909,0.14833,3.73641,2.55253,3,40.50398,-0.00139,-0.03536,0.63246,126.23952,0.02357,7.93353,-1.62162,2,4,0.74,1
22.57677,3.72302,202,3.53383,1.66815,0.55901,0.14843,3.7554,2.53734,3,35.14719,-0.00055,0.01179,0.89443,91.10558,0.04711,7.59127,-0.45946,2,4,0.74,1
22.60675,3.72194,203,3.5325,1.66664,0.64431,0.14853,3.73371,2.23629,3,17.57359,0.00077,0.02741,1.09545,72.56762,0.05266,7.50775,0.89189,2,4,0.74,1
22.63672,3.72109,203,3.53117,1.66669,0.9195,0.14863,3.58748,0.27861,3,49.70563,0.00221,0,1.41421,107.4172,0.06657,7.39382,1.16216,2,4,0.74,1
22.6667,3.72048,203,3.52985,1.666,0.91311,0.14872,3.54209,0.3834,3,24.85281,0.00221,0,1.41421,95.14571,0.06657,7.30798,1.54054,2,4,0.74,1
22.54565,3.75432,202,3.53575,1.67054,0.46714,0.14866,3.70566,2.52936,3,70.29437,-0.00022,-0.02385,0.7746,109.0922,0.03725,7.93319,-0.81081,2,4,0.74,1
22.57563,3.753,203,3.53441,1.67085,0.55697,0.14876,3.74521,2.6062,3,22.16388,0.00028,-0.00589,0.89443,84.10259,0.04711,7.84697,0.24324,2,4,0.74,1
22.60561,3.75192,204,3.53307,1.67127,0.28729,0.14885,3.90163,2.69384,3,17.57359,0.00139,0.03536,0.63246,21.2132,0.02357,8.03746,1.35135,2,4,0.74,1
22.63559,3.75108,204,3.53174,1.67102,0.22981,0.14895,4.18708,2.66028,3,24.85281,0.00111,0,0.44721,15,0.01667,8.35092,1.51351,2,4,0.74,1
22.66557,3.75048,204,3.53041,1.67236,0.28729,0.14905,4.35064,2.52889,3,17.57359,0.00111,0.04714,0.63246,21.2132,0.02357,7.99824,1.67568,2,4,0.74,1
22.54456,3.78428,203,3.53632,1.67694,0.29017,0.14898,3.71239,2.59207,3,35.14719,0,0,0.63246,32.89671,0.02357,8.18871,0.05405,2,4,0.74,1
22.57454,3.78298,204,3.53498,1.67706,0.28729,0.14908,3.76584,2.71708,3,17.57359,0.00139,0.03536,0.63246,21.2132,0.02357,8.09804,0.94595,2,4,0.74,1
22.60452,3.7819,204,3.53363,1.67682,0.03001,0.14918,3.89358,2.76636,3,42.42641,0,0,0,0,0,10.75537,0.83784,2,4,0.74,1
22.6345,3.78107,204,3.5323,1.67682,0.22981,0.14928,4.21359,2.77056,3,60,0.00111,0,0.44721,15,0.01667,8.3928,0.83784,2,4,0.74,1
22.66448,3.78048,204,3.53097,1.67605,0.03001,0.14937,4.4441,2.73069,3,42.42641,0,0,0,0,0,10.16887,1.02703,2,4,0.74,1
22.5435,3.81425,203,3.53688,1.68119,0.234,0.1493,3.70252,2.60353,3,28.3593,-0.00111,0,0.44721,29.05877,0.01667,8.33182,-0.10811,2,4,0.74,1
22.57348,3.81295,204,3.53553,1.68155,0.23016,0.1494,3.75334,2.73635,3,24.85281,0.00111,0,0.44721,16.08619,0.01667,8.44372,0.72973,2,4,0.74,1
22.60346,3.81189,204,3.53418,1.68077,0.28786,0.1495,3.84518,2.79409,3,35.14719,-0.00028,0.01179,0.63246,23.46174,0.02357,8.11825,0.48649,2,4,0.74,1
22.63344,3.81106,203,3.53284,1.68013,0.24275,0.1496,4.13232,2.81028,3,107.6498,-0.00111,-0.13333,0.7746,64.09427,0.01667,8.47549,-0.59459,2,4,0.74,1
22.66343,3.81047,204,3.53151,1.67979,0.44671,0.1497,4.38727,2.7907,3,44.32777,0.00044,0.01789,0.7746,37.67496,0.03725,7.70005,0.59459,2,4,0.74,1
30.52868,7.76096,209,2.82493,1.64811,0.03001,0.49873,2.81799,5.89706,2,37.2259,0,0,0,0,0,11.14846,-0.45946,2,4,0.61,1
30.51926,7.75881,209,2.82451,1.64956,0.03001,0.49881,3.02053,5.906,2,18.34696,0,0,0,0,0,11.14846,-0.51351,2,4,0.61,1
30.50987,7.75678,209,2.82408,1.65077,0.03001,0.49889,3.0177,5.90682,2,14.74605,0,0,0,0,0,11.09533,-0.86486,2,4,0.61,1
30.5005,7.75487,209,2.82365,1.65193,0.9199,0.49896,2.45292,5.81607,2,14.6397,-0.00441,0,1.78885,108.17418,0.06657,7.27688,-1.05405,2,4,0.61,1
30.49116,7.75307,213,2.82321,1.65322,0.86391,0.53204,0.09581,5.55964,2,14.55844,0.00353,0.04174,2,67.08204,0.0744,7.05608,2.91892,2,4,0.61,1
30.55716,7.73104,209,2.82685,1.65248,0.03001,0.49738,3.26513,5.91167,2,32.30603,0,0,0,0,0,11.1659,-0.08108,2,4,0.61,1
30.54775,7.72889,209,2.82643,1.65446,0.03001,0.49746,3.27967,5.91215,2,15.15713,0,0,0,0,0,11.1659,-0.27027,2,4,0.61,1
30.53836,7.72685,209,2.82601,1.65588,0.03001,0.49753,3.23995,5.91151,2,16.19189,0,0,0,0,0,11.13196,-0.54054,2,4,0.61,1
30.52901,7.72493,209,2.82558,1.65726,0.45245,0.4976,2.97847,5.89985,2,16.33555,-0.00222,0,0.89443,46.81577,0.03332,7.70866,-0.83784,2,4,0.61,1
30.51967,7.72312,211,2.82514,1.65862,0.87064,0.57168,2.47632,5.75845,2,14.55844,-0.00022,0.0328,1.54919,84.98056,0.0744,7.18436,1.16216,2,4,0.61,1
30.58564,7.70112,209,2.82879,1.65505,0.03001,0.49603,3.39026,5.91507,2,27.76199,0,0,0,0,0,11.1659,-0.05405,2,4,0.61,1
30.57624,7.69896,209,2.82837,1.65806,0.03001,0.4961,3.36955,5.91463,2,13.71258,0,0,0,0,0,11.16015,-0.10811,2,4,0.61,1
30.56687,7.69692,209,2.82794,1.66037,0.03001,0.49618,3.34421,5.91422,2,12.86278,0,0,0,0,0,11.14866,-0.40541,2,4,0.61,1
30.55751,7.69499,209,2.82751,1.66257,0.03001,0.5474,3.32303,5.91389,2,12.64789,0,0,0,0,0,8.89859,-0.7027,2,4,0.61,1
30.54819,7.69317,209,2.82707,1.66398,0.45814,0.5956,3.06624,5.90143,2,16.02726,-0.002,-0.03578,1,76.1748,0.03725,7.82179,-0.75676,2,4,0.61,1
30.61413,7.67121,209,2.83073,1.65732,0.03001,0.49467,3.42994,5.91659,2,12.76046,0,0,0,0,0,11.15781,-0.05405,2,4,0.61,1
30.60473,7.66903,209,2.83032,1.66034,0.03001,0.49475,3.41599,5.91628,2,12.37204,0,0,0,0,0,11.15197,-0.10811,2,4,0.61,1
30.59537,7.66698,209,2.82989,1.66303,0.23059,0.49482,3.41284,5.91609,2,11.84703,-0.00111,0,0.44721,17.47955,0.01667,8.92744,-0.32432,2,4,0.61,1
30.58603,7.66504,209,2.82946,1.66516,0.03001,0.57856,3.44584,5.91601,2,11.16535,0,0,0,0,0,9.78923,-0.54054,2,4,0.61,1
30.57671,7.66322,209,2.82902,1.66726,0.55723,0.61426,3.30152,5.90795,2,13.21727,-0.00221,-0.04714,1.26491,84.97488,0.04711,7.97988,-0.45946,2,4,0.61,1
30.64262,7.64129,209,2.83269,1.65951,0.03001,0.49332,3.45068,5.91764,2,11.13001,0,0,0,0,0,11.15197,-0.05405,2,4,0.61,1
30.63323,7.63911,209,2.83227,1.66242,0.28905,0.49339,3.44954,5.91734,2,27.79443,-0.00111,-0.04714,0.63246,28.22644,0.02357,8.72631,-0.16216,2,4,0.61,1
30.62387,7.63705,210,2.83185,1.66535,0.03001,0.55782,3.49339,5.9174,2,9.80181,0,0,0.89443,0,0,11.12562,0.72973,2,4,0.61,1
30.61454,7.6351,209,2.83142,1.66754,0.23224,0.60021,3.55829,5.91654,2,30.01738,-0.00333,0,1,22.91721,0.01667,8.57806,-0.21622,2,4,0.61,1
30.60523,7.63328,211,2.83098,1.66964,0.44541,0.62998,3.37085,5.90496,2,11.71573,0.00266,0.07752,1.34164,33.54102,0.03725,7.91845,1.91892,2,4,0.61,1
26.68226,0.44598,178,1.61938,2.91986,0.91143,0.94764,6.52611,2.91541,5,24.85281,0.00221,0,1.41421,91.94753,0.06657,7.19264,0.86486,2,4,0.6,1
26.654,0.41785,178,1.61952,2.91951,0.54778,0.94575,6.72822,2.95628,2,43.67532,0.00166,0.05893,1.26491,53.5711,0.04711,7.39945,0.94595,2,4,0.6,1
26.62574,0.39,176,1.61972,2.91915,0.58033,0.94387,6.80032,2.96656,2,140.58875,-0.00111,-0.02357,1.09545,168.79074,0.04711,7.55817,-0.83784,2,4,0.6,1
26.59748,0.36,176,1.61998,2.91877,0.46393,0.94197,6.83205,2.97079,2,49.70563,-0.00067,-0.01193,0.7746,97.12497,0.03725,7.72625,-0.51351,2,4,0.6,1
26.69233,0.43681,179,1.61557,2.92271,0.54819,0.9485,6.74524,2.97121,2,35.14719,0,0,0.89443,54.91632,0.04711,7.49717,1.2973,2,4,0.6,1
26.66408,0.40804,178,1.61571,2.92236,0.45547,0.94662,6.77862,2.9742,2,24.85281,-0.00044,-0.01789,0.7746,66.86121,0.03725,7.51945,0.37838,2,4,0.6,1
26.63583,0.37947,177,1.61591,2.92199,0.29336,0.94473,6.82658,2.97776,2,84.69296,0,0,0.63246,46.69267,0.02357,7.65958,-0.37838,2,4,0.6,1
26.60758,0.35114,177,1.61618,2.92162,0.44682,0.94284,6.84776,2.97929,2,35.14719,-0.00133,0.00596,1,38.01281,0.03725,7.83435,0.13514,2,4,0.6,1
26.70243,0.42953,180,1.61178,2.92544,0.44727,0.94937,6.7737,2.97693,2,13.59245,0,0.06667,0.89443,34.37029,0.03332,7.73868,2.02703,2,4,0.6,1
26.67418,0.40025,179,1.61192,2.92504,0.81105,0.94748,6.70421,2.96606,2,22.16388,0,0,1.41421,95.52974,0.07059,7.17326,1.13514,2,4,0.6,1
26.64594,0.37108,177,1.61213,2.92464,0.56555,0.94559,6.80289,2.97763,2,52.03712,-0.00305,-0.02946,1.26491,114.07632,0.04711,7.38515,-0.59459,2,4,0.6,1
26.61771,0.34205,177,1.61241,2.92422,0.03001,0.9437,6.85903,2.98257,2,40.99142,0,0,0,0,0,8.95009,-0.10811,2,4,0.6,1
26.71255,0.42426,181,1.60802,2.92804,0.66794,0.95022,6.72299,2.96645,2,10.29437,0.00332,0.04444,1.48324,45,0.04996,7.37527,3.21622,2,4,0.6,1
26.68432,0.39459,181,1.60817,2.92764,0.44541,0.94834,6.74307,2.96902,2,10.29437,0.00266,0.07752,1.34164,33.54102,0.03725,7.60533,3.40541,2,4,0.6,1
26.65609,0.36497,179,1.60838,2.92723,0.84573,0.94645,6.66778,2.95503,2,19.16082,-0.00006,0.04946,1.61245,77.88045,0.06861,7.15355,1.54054,2,4,0.6,1
26.62787,0.33541,177,1.60866,2.92681,0.45007,0.94455,6.83896,2.97982,2,69.23882,-0.00111,0,1,48.56622,0.03725,7.55793,-0.2973,2,4,0.6,1
26.72271,0.42107,180,1.60429,2.93064,0.69394,0.95108,6.46104,2.89129,2,14.55844,0.00094,0.03982,1.34164,61.96191,0.06002,7.22768,2.81081,2,4,0.6,1
26.69449,0.39115,180,1.60444,2.93024,0.69391,0.94919,6.33907,2.8752,2,14.55844,0.00145,0.03129,1.34164,61.85692,0.06002,7.17053,2.94595,2,4,0.6,1
26.66627,0.36125,178,1.60466,2.92982,0.9572,0.9473,6.11193,2.85134,2,17.57359,0.00013,0.01173,1.61245,118.87507,0.08314,7.06529,0.86486,2,4,0.6,1
26.63806,0.33136,176,1.60494,2.92939,0.56745,0.9454,6.81389,2.97107,2,189.03819,-0.00166,-0.01179,1.09545,120.9086,0.04711,7.49114,-1.27027,2,4,0.6,1
26.56923,0.33,177,1.62032,2.91839,0.84245,0.94008,6.81847,2.96684,2,17.57359,0.00006,0.01522,1.34164,70.09216,0.06861,7.22299,0.72973,2,4,0.6,1
26.57934,0.32311,179,1.61652,2.9212,0.03001,0.94094,6.86017,2.98075,2,8.7868,0,0,1.78885,0,0,10.81535,2.56757,2,4,0.6,1
26.58948,0.31321,177,1.61275,2.92379,0.44682,0.9418,6.862,2.98201,2,35.14719,-0.00133,0.00596,1,38.01281,0.03725,7.88235,0.32432,2,4,0.6,1
26.59965,0.30594,177,1.60901,2.92637,0.28729,0.94266,6.8649,2.98154,2,17.57359,0.00056,0.07071,0.63246,21.2132,0.02357,8.23719,-0.08108,2,4,0.6,1
26.60985,0.3015,176,1.60529,2.92895,0.29519,0.94351,6.85926,2.97797,2,169.70563,0,-0.09428,0.63246,55.01017,0.02357,7.95205,-1.13514,2,4,0.6,1
12.19949,5.81242,175,2.72551,3.58596,0.55057,0.24808,6.93194,5.6004,1,17.57359,0.00083,-0.01768,0.89443,62.67976,0.04711,7.13894,1.81081,1,4,1.62,2
12.21575,5.83367,176,2.72649,3.58855,0.63992,0.24812,6.95794,5.74158,1,17.57359,-0.00172,0.03268,1.09545,60.56074,0.05266,6.99804,2.02703,1,4,1.62,2
12.23206,5.85484,178,2.72747,3.59113,0.63502,0.24815,6.95963,5.75404,5,8.7868,0.00531,0.06746,2.09762,47.43417,0.05266,6.96077,3.2973,1,4,1.62,2
12.24842,5.8761,177,2.72845,3.59351,0.44614,0.24819,6.97295,5.8286,5,17.57359,-0.00089,0.05367,0.7746,35.83806,0.03725,7.34173,1.89189,1,4,1.62,2
12.26483,5.89727,176,2.72944,3.59759,0.45104,0.24822,6.97897,5.86525,5,35.14719,0.00067,-0.0477,0.7746,51.81717,0.03725,7.52976,0.78378,1,4,1.62,2
12.17427,5.83367,174,2.72665,3.59074,0.89524,0.24885,6.83682,2.89493,2,57.41187,0.00066,-0.00894,1.41421,153.25314,0.0744,6.94563,0.45946,1,4,1.62,2
12.14907,5.85484,173,2.72778,3.59519,1.18734,0.24961,6.86779,4.45933,5,140.58875,0.0011,-0.02667,1.73205,192.05374,0.08314,6.94446,-0.64865,1,4,1.62,2
12.1239,5.8761,174,2.72891,3.59976,0.45033,0.25038,6.97214,5.82187,5,41.9249,0,0.06667,0.89443,41.65934,0.03332,7.60507,0.62162,1,4,1.62,2
12.09874,5.89727,175,2.73004,3.60468,0.28729,0.25114,6.98121,5.87642,5,14.55844,0.00083,0.05893,0.63246,21.2132,0.02357,8.08131,1.86486,1,4,1.62,2
12.19056,5.85484,176,2.72762,3.59354,0.64017,0.24888,6.95378,5.72341,2,17.57359,0.00111,0.02108,1.09545,61.22244,0.05266,7.03288,1.89189,1,4,1.62,2
12.1654,5.8761,175,2.72875,3.59814,0.81356,0.24965,6.94153,5.66462,5,23.15279,0,0.03143,1.41421,102.99803,0.07059,6.95583,0.91892,1,4,1.62,2
12.14025,5.89727,173,2.72988,3.60256,0.29794,0.25041,6.98167,5.87956,5,29.55738,-0.00111,-0.14142,1.09545,67.98009,0.02357,7.64367,-0.86486,1,4,1.62,2
12.11514,5.91852,174,2.73101,3.60723,0.28885,0.25117,6.98369,5.89314,5,35.14719,0,0,0.63246,27.42159,0.02357,8.05171,0.37838,1,4,1.62,2
12.2069,5.8761,177,2.7286,3.59611,0.44614,0.24892,6.97348,5.83087,5,14.55844,0,0.02981,0.7746,35.83806,0.03725,7.30861,2.54054,1,4,1.62,2
12.18177,5.89727,176,2.72973,3.60107,0.90309,0.24968,6.95383,5.73029,5,19.16082,0.00221,0.03333,1.54919,76.31561,0.06657,6.96509,1.7027,1,4,1.62,2
12.15666,5.91852,173,2.73085,3.60549,0.46749,0.25045,6.9814,5.87988,5,16.67941,-0.00444,0,1.41421,86.12249,0.03332,7.43985,-1.13514,1,4,1.62,2
12.13158,5.9397,174,2.73198,3.61042,0.28729,0.25121,6.98411,5.89725,5,14.55844,0.00083,0.05893,0.63246,21.2132,0.02357,8.10555,0.08108,1,4,1.62,2
12.2233,5.89727,177,2.72958,3.59888,0.54491,0.24895,6.96899,5.80882,5,14.55844,0.00249,0.04125,1.26491,44.41136,0.04711,7.16981,2.32432,1,4,1.62,2
12.1982,5.91852,175,2.73071,3.6048,0.95924,0.24972,6.9417,5.66862,5,17.57359,-0.00013,0.01493,1.61245,124.68467,0.08314,6.91339,0.56757,1,4,1.62,2
12.17313,5.9397,173,2.73183,3.61053,0.45718,0.25048,6.98244,5.88781,5,18.66174,-0.00222,0,0.89443,58.67083,0.03332,7.41646,-1.10811,1,4,1.62,2
12.14807,5.96095,173,2.73296,3.6158,0.23199,0.25124,6.98457,5.90155,5,17.94265,-0.00111,0,0.44721,22.06456,0.01667,8.38212,-0.78378,1,4,1.62,2
12.23974,5.91852,175,2.73057,3.60353,0.82949,0.24899,6.95875,5.75664,5,31.24366,0.00028,-0.00393,1.41421,151.81496,0.07059,7.16218,0.13514,1,4,1.62,2
12.21468,5.9397,173,2.73169,3.60942,0.5807,0.24975,6.97727,5.85848,5,38.71508,-0.00305,-0.02946,1.26491,170.20554,0.04711,7.27993,-1.43243,1,4,1.62,2
12.18964,5.96095,173,2.73282,3.61544,0.03001,0.25051,6.98444,5.90117,5,33.04692,0,0,0,0,0,8.37763,-0.86486,1,4,1.62,2
12.16462,5.98212,173,2.73394,3.62111,0.03001,0.25127,6.9848,5.90437,1,29.83,0,0,0,0,0,10.8159,-0.48649,1,4,1.62,2
7.90476,7.02,286,5.45308,1.54571,0.03001,0.94292,3.00828,5.75293,3,57.79583,0,0,0,0,0,9.0772,-0.48649,2,4,3.39,3
7.87996,7.00852,286,5.45209,1.54513,0.23117,0.94521,3.00277,5.75058,3,119.61409,-0.00111,0,0.44721,19.35675,0.01667,8.4849,-0.21622,2,4,3.39,3
7.85519,6.99714,286,5.45103,1.54458,0.44969,0.94751,2.98465,5.71164,3,35.24799,0.00089,0.00596,0.7746,47.31733,0.03725,7.95063,-0.02703,2,4,3.39,3
7.83046,6.98588,285,5.44991,1.5441,0.45903,0.94979,2.98974,5.71037,3,45.8583,-0.002,-0.03578,1,79.33862,0.03725,8.03459,-1.02703,2,4,3.39,3
7.80577,6.97473,285,5.44874,1.5436,0.47813,0.95205,2.98318,5.70799,2,82.65258,-0.00155,-0.0477,1,152.00507,0.03725,8.24389,-1.13514,2,4,3.39,3
7.88795,7.0477,286,5.45525,1.54496,0.23345,0.94272,2.98676,5.75304,3,51.85939,-0.00111,0,0.44721,27.10913,0.01667,8.26448,-0.62162,2,4,3.39,3
7.86309,7.03626,286,5.45419,1.5445,0.23062,0.945,2.99614,5.75273,3,51.31346,-0.00111,0,0.44721,17.57298,0.01667,8.65463,-0.43243,2,4,3.39,3
7.83827,7.02493,287,5.45307,1.54408,0.22981,0.94729,2.99658,5.75194,3,11.71573,0.00111,0.13333,0.7746,15,0.01667,8.65338,0.83784,2,4,3.39,3
7.81349,7.01372,287,5.45189,1.5436,0.44539,0.94957,2.98742,5.72729,3,15.67223,0.00222,0,0.89443,30,0.03332,8.0264,0.97297,2,4,3.39,3
7.78874,7.00261,287,5.45064,1.54311,0.28729,0.95183,2.99053,5.74438,2,11.71573,0.00167,0.11785,1.09545,21.2132,0.02357,8.40118,0.94595,2,4,3.39,3
7.87121,7.07542,286,5.45741,1.54402,0.23723,0.94251,2.96964,5.75483,3,33.57843,-0.00111,0,0.44721,41.15296,0.01667,8.11981,-0.81081,2,4,3.39,3
7.8463,7.06403,286,5.45628,1.54363,0.03001,0.94478,2.98985,5.75622,3,53.46148,0,0,0,0,0,10.33369,-0.56757,2,4,3.39,3
7.82143,7.05274,286,5.45509,1.54323,0.29002,0.94707,2.9905,5.74935,3,20.791,-0.00139,-0.03536,0.63246,32.27351,0.02357,8.41366,-0.37838,2,4,3.39,3
7.7966,7.04157,287,5.45385,1.54281,0.22981,0.94936,2.99276,5.75274,3,13.59245,0.00111,0.13333,0.7746,15,0.01667,8.71528,0.75676,2,4,3.39,3
7.77179,7.0305,286,5.45254,1.54239,0.28988,0.95161,2.99038,5.74667,3,33.7787,-0.00139,-0.03536,0.63246,31.67794,0.02357,8.44069,-0.21622,2,4,3.39,3
7.85456,7.10316,286,5.45956,1.54314,0.30725,0.9423,2.95996,5.75283,2,40.50835,-0.00083,-0.05893,0.63246,115.99878,0.02357,8.17849,-0.94595,2,4,3.39,3
7.8296,7.09181,286,5.45836,1.54275,0.23549,0.94456,2.97974,5.75679,3,43.59098,-0.00111,0,0.44721,34.48695,0.01667,8.5568,-0.78378,2,4,3.39,3
7.80467,7.08057,286,5.45711,1.54235,0.23598,0.94685,2.98802,5.75576,2,28.39476,-0.00111,0,0.44721,36.34213,0.01667,8.49112,-0.64865,2,4,3.39,3
7.77978,7.06944,286,5.4558,1.54193,0.03001,0.94913,2.9936,5.75624,3,18.15832,0,0,0.63246,0,0,8.7879,-0.54054,2,4,3.39,3
7.75493,7.05842,286,5.45444,1.54151,0.2349,0.95138,2.99033,5.75319,3,27.94272,-0.00111,0,0.44721,32.30971,0.01667,8.45858,-0.45946,2,4,3.39,3
7.83798,7.13092,287,5.46169,1.54225,0.2303,0.94235,2.93433,5.75994,3,35.14719,0.00111,0,0.44721,16.52205,0.01667,8.73787,-0.02703,2,4,3.39,3
7.81297,7.11961,287,5.46043,1.54186,0.44731,0.94449,2.9553,5.73631,3,49.70563,0,0,0.63246,34.45591,0.03332,8.16112,0.08108,2,4,3.39,3
7.78799,7.10842,287,5.45912,1.54145,0.23108,0.94664,2.98203,5.7578,2,49.70563,0.00111,0,0.44721,19.05259,0.01667,8.70971,0.13514,2,4,3.39,3
7.76305,7.09733,287,5.45775,1.54104,0.45021,0.9489,2.98066,5.73324,2,24.85281,0,0,0.63246,41.35695,0.03332,8.1036,0.16216,2,4,3.39,3
7.73814,7.08635,287,5.45632,1.54061,0.45,0.95115,2.98397,5.73173,2,19.22264,0,0,0.63246,40.84098,0.03332,8.10766,0.27027,2,4,3.39,3
6.73986,7.4507,289,5.41054,1.66254,0.68134,1.01435,2.57732,5.54763,3,61.46077,-0.00111,0,1,72.38354,0.04996,7.28827,-0.56757,2,4,1.47,2
6.71478,7.44351,289,5.40667,1.66835,0.23215,1.01649,2.67468,5.69552,3,140.58875,0.00111,0,0.44721,22.62019,0.01667,8.07402,-0.62162,2,4,1.47,2
6.68973,7.43643,289,5.40273,1.67391,0.46579,1.01861,2.58909,5.64135,3,254.55844,-0.00177,-0.04174,1,104.01111,0.03725,7.89366,-0.45946,2,4,1.47,2
6.66473,7.42947,291,5.39874,1.67923,0.44539,1.02073,2.55355,5.64436,3,10.29437,0.00222,0.06667,1.09545,30,0.03332,7.7475,1.86486,2,4,1.47,2
6.63977,7.42262,291,5.39469,1.68287,0.44539,1.02284,2.60288,5.62039,3,10.29437,0.00222,0.06667,1.09545,30,0.03332,7.76888,2.24324,2,4,1.47,2
6.72348,7.47981,291,5.41121,1.66338,0.54428,1.0145,2.54306,5.58771,3,17.57359,0.00221,0.04714,1.26491,42.42641,0.04711,7.34786,1.43243,2,4,1.47,2
6.69834,7.47265,289,5.40731,1.66914,0.47059,1.01664,2.59981,5.65457,3,69.73335,-0.00266,-0.07752,1.34164,122.21934,0.03725,7.83621,-0.62162,2,4,1.47,2
6.67323,7.4656,290,5.40335,1.67466,0.28835,1.01876,2.56482,5.68394,2,44.32777,0.00194,0.01179,0.63246,25.41147,0.02357,8.05787,0.27027,2,4,1.47,2
6.64817,7.45867,290,5.39934,1.67912,0.23078,1.02087,2.55821,5.67856,2,84.85281,-0.00111,0,0.44721,18.06707,0.01667,8.27376,0.43243,2,4,1.47,2
6.62314,7.45185,290,5.39527,1.68345,0.28835,1.02298,2.58787,5.65341,3,24.85281,-0.00028,0.01179,0.63246,25.39882,0.02357,8.05573,0.78378,2,4,1.47,2
6.7072,7.50893,291,5.41187,1.66446,0.44539,1.01465,2.6073,5.68085,2,19.22264,0.00222,0,0.89443,30,0.03332,7.67161,1.40541,2,4,1.47,2
6.68199,7.5018,291,5.40795,1.6699,0.28729,1.01679,2.59314,5.69384,2,13.59245,0.00305,0.05893,1.09545,21.2132,0.02357,8.05826,1.32432,2,4,1.47,2
6.65682,7.49478,290,5.40397,1.67534,0.28891,1.01891,2.55703,5.6857,2,84.85281,-0.00139,-0.03536,0.63246,27.693,0.02357,8.23217,0.13514,2,4,1.47,2
6.6317,7.48787,290,5.39993,1.67957,0.03001,1.02101,2.18754,5.68334,2,38.99701,0,0,0,0,0,10.82569,0.21622,2,4,1.47,2
6.60661,7.48108,290,5.39584,1.6839,0.28794,1.02311,2.55525,5.66283,2,35.14719,0.00028,-0.01179,0.63246,23.77107,0.02357,8.2572,0.43243,2,4,1.47,2
6.69101,7.53806,289,5.41253,1.66608,0.45846,1.0148,2.67775,5.66556,3,21.53941,-0.002,-0.03578,1,77.29829,0.03725,7.62772,-0.81081,2,4,1.47,2
6.66574,7.53096,290,5.40858,1.67147,0.54989,1.01692,2.47862,5.57968,4,22.16388,0.00055,-0.01179,0.89443,60.42576,0.04711,7.62499,0.16216,2,4,1.47,2
6.64051,7.52396,291,5.40458,1.67624,0.03001,1.01904,2.5293,5.69352,2,9.80181,0,0,0.89443,0,0,10.81483,1.16216,2,4,1.47,2
6.61532,7.51708,290,5.40053,1.68043,0.03001,1.02115,2.55619,5.68529,2,32.13116,0,0,0.63246,0,0,10.82702,0.18919,2,4,1.47,2
6.59017,7.51031,291,5.39641,1.68534,0.03001,1.02324,2.54721,5.67535,2,8.7868,0,0,0.89443,0,0,10.83198,1.21622,2,4,1.47,2
6.67492,7.5672,289,5.41318,1.66641,0.03001,1.01494,2.71788,5.70999,3,20.87133,0,0,0,0,0,8.44939,-0.94595,2,4,1.47,2
6.64959,7.56012,289,5.40922,1.67246,0.29628,1.01705,2.64946,5.69512,3,36.57847,-0.00139,-0.03536,0.63246,60.07748,0.02357,8.11221,-0.97297,2,4,1.47,2
6.6243,7.55315,290,5.4052,1.67753,0.28808,1.01917,2.60388,5.68683,3,35.14719,0.00028,-0.01179,0.63246,24.31918,0.02357,8.25772,0.13514,2,4,1.47,2
6.59905,7.5463,290,5.40112,1.68172,0.03001,1.02127,2.59815,5.68569,2,84.85281,0,0,0,0,0,10.82334,0.13514,2,4,1.47,2
